"ticker","revenue_due_0_3m_pct","revenue_due_3_6m_pct","revenue_due_6_9m_pct","revenue_due_9_12m_pct","revenue_due_12_15m_pct","revenue_due_15_18m_pct","revenue_due_18_21m_pct","revenue_due_21_24m_pct","revenue_due_24_27m_pct","revenue_due_27_30m_pct","revenue_due_30_33m_pct","revenue_due_33_36m_pct","revenue_due_over_36m_pct","revenue_due_undetermined_pct","revenue_igpm_pct","revenue_inpc_pct","revenue_ipca_pct","revenue_incc_pct","created_at","updated_at"
"HAAA11","0.0702","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2438","0.0401","0.0144","0.6312","0.0000","0.4115","0.0000","0.4549","0.0000","2024-05-22 00:00:00","2025-09-28 00:00:00"
"GZIT11","0.0528","0.0193","0.0185","0.0294","0.0506","0.0492","0.0231","0.0153","0.0218","0.0151","0.0264","0.0882","0.3099","0.2769","0.1529","0.0032","0.0106","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"GTWR11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"GTLG11","0.0140","0.0170","0.0254","0.0041","0.0193","0.0297","0.0080","0.0000","0.0073","0.1941","0.1032","0.0631","0.5142","0","0.1264","0.0000","0.8190","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GSFI11","0.0040","0.1000","0.0190","0.0290","0.0380","0.0410","0.0280","0.0380","0.0530","0.0460","0.0270","0.0460","0.4120","0.1190","0.0330","0.0000","0.0260","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"GRUL11","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","1.0000","0","2025-04-01 00:00:00","2025-11-07 00:00:00"
"GLPF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"GLOG11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GLCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"GGRC11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0.0172","0.0464","0.9364","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GFDL11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"GCRI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GCOI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GCDL11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"GARE11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"GAME11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"FYTO11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-06-12 00:00:00","2025-10-19 00:00:00"
"FVPQ11","0.0225","0.0235","0.0155","0.0021","0.0210","0.0063","0.0456","0.0411","0.0452","0.0045","0.0022","0.0645","0.6763","0.0290","0","0.0545","0.1522","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FTCE11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"FPNG11","0.0108","0.0302","0.0209","0.0150","0.0456","0.0257","0.0598","0.0368","0.0323","0.0441","0.0674","0.0089","0.5321","0.0671","0.5708","0","0.1881","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"FPAB11","0.0000","0.0344","0.0000","0.0332","0.0000","0.1069","0.1774","0.0000","0.0224","0.0000","0.0371","0.0109","0.5773","0.0000","0.8759","0.0000","0.1068","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FMOF11","0.2794","0.0676","0.0000","0.0000","0.0000","0.3102","0.0000","0.0279","0.0000","0.0000","0.0120","0.0000","0.2314","0.0712","1.0000","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FLRP11","0.1013","0.0873","0.0050","0.0063","0.0455","0.0305","0.0301","0.0155","0.0096","0.0135","0.0153","0.0167","0.5271","0.0955","0.2986","0.0324","0.1907","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FLMA11","0.0204","0.0000","0.0000","0.0244","0.0000","0.0000","0.0557","0.0000","0.0000","0.0000","0.0000","0.0241","0.3687","0.4615","0.2588","0","0.2795","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FLCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"FIVN11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"FISC11","0.0295","0.0000","0.0000","0.0880","0.0419","0.0342","0.0238","0.0062","0.0044","0.0213","0.0522","0.1646","0.3325","0.0645","0.2739","0","0.1647","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FIIP11","0.0000","0.1471","0.0000","0.0000","0.0000","0.0751","0.1908","0.1175","0.1175","0.0000","0.0000","0.0000","0.3517","0.0000","0.2216","0.0000","0.7783","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"FIIB11","0.0983","0.0078","0.0247","0.0453","0.0910","0.0000","0.0599","0.0629","0.0215","0.0068","0.0571","0.0000","0.3085","0.2157","1.0000","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"FIGS11","0.1661","0.0159","0.0620","0.0170","0.0767","0.0071","0.0457","0.0209","0.0328","0.0293","0.0382","0.0034","0.2321","0.2521","0.1098","0.0000","0.0795","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FCFL11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0375","0.0000","0.0000","0.0000","0.0000","0.9624","0.0000","0.9624","0.0000","0.0375","0.0000","2024-05-22 00:00:00","2025-10-19 00:00:00"
"FATN11","0.0183","0.0274","0.0453","0.0361","0.0469","0.0232","0.0550","0.0623","0.0580","0.0389","0.0702","0.0264","0.4747","0.0008","0.4690","0","0.5049","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"FAMB11","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"FAED11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0681","0.0000","0.9318","0.0000","0.0681","0.0000","0.9318","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"EXES11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"EURO11","0.2465","0.1599","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1441","0.0000","0.1480","0.3013","0.9060","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ERPA11","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-10-19 00:00:00"
"EQIR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"EMET11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"ELDO11","0.0570","0.0148","0.0397","0.0539","0.0341","0.0133","0.0477","0.0304","0.0468","0.0214","0.0322","0.0867","0.3682","0.1530","0.6540","0","0.3459","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"EIRA11","0","0","0","0.0000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"EGYR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"EGDB11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"EDGE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"EDGA11","0.0000","0.0360","0.0540","0.0000","0.0089","0.0604","0.0000","0.0157","0.0891","0.1074","0.0000","0.1209","0.5071","0.0000","0.1273","0.0000","0.7843","0.0000","2024-05-22 00:00:00","2025-10-19 00:00:00"
"EDFO11","0","1.0000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","2024-06-10 00:00:00","2025-11-07 00:00:00"
"EAGL11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"DVLT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"DVLP11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"DVFF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"DPRO11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"DOVL11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-06-10 00:00:00","2025-11-07 00:00:00"
"DEVA11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"DAYM11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0.3300","0","0.6600","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"DAMT11","0.0860","0.0206","0.0192","0.0404","0.0228","0.0187","0.0335","0.0129","0.0320","0.0280","0.0153","0.0294","0.4084","0.2321","0.5034","0.0000","0.0283","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"DAMA11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-29 00:00:00","2025-11-07 00:00:00"
"CYLD11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CYCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CXTL11","0","0","0","0","0","0","0","0","0","0","0","0","0.9718","0","0","0","0.9718","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CXRI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CXCO11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CXCI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CXCE11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2024-06-10 00:00:00","2025-11-07 00:00:00"
"CXAG11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CVBI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-10-14 00:00:00","2025-11-07 00:00:00"
"CTXT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CSMC11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CRFF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CPUR11","0.0068","0.0000","0.0000","0.0000","0.0000","0.0622","0.0000","0.0000","0.0000","0.0000","0.0000","0.0889","0.8278","0.0140","0.0000","0.0000","0.8437","0.0000","2025-06-12 00:00:00","2025-11-07 00:00:00"
"CPTS11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CPSH11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CPOF11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0567","0.0000","0.9432","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CPLG11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CNES11","0.0960","0.0000","0.0629","0.1028","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7381","0.0000","0.8284","0.0000","0.1715","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CLIN11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CJCT11","0.0143","0.0000","0.1401","0.0000","0.0000","0.0000","0.0000","0.0484","0.0186","0.1134","0.1702","0.0430","0.4516","0.0000","0.0000","0.0000","0.9789","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CIXM11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CIXF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CFII11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CFHI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CEOC11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CENU11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1364","0.0000","0.0000","0.1490","0.0000","0.7144","0.0000","0.0000","0.0000","0.7092","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"CCVA11","0.0648","0.0214","0.0192","0.0767","0.0264","0.0421","0.0494","0.0648","0.0337","0.0426","0.0247","0.0398","0.4009","0.0930","0.9278","0.0554","0.0002","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"CCME11","0.2339","0.0862","0.1725","0.0488","0.1163","0.0596","0.0100","0.0059","0.0419","0.0041","0.0000","0.0000","0.0000","0.2204","1.0000","0.0000","0.0000","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"CBOP11","0.1039","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1760","0.0000","0.0000","0.0000","0.0000","0.7182","0.0000","0.0340","0.0000","0.9641","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"CARE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"CACR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BVAR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9115","0.0884","0.0733","0.0020","0.0323","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTYU11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-29 00:00:00","2025-10-19 00:00:00"
"BTWR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTSI11","0","0","0","0","0","0","0","0","0","0","0.0779","0","0.9220","0","0","0","1.0000","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BTSG11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTRA11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTLG11","0.0000","0.0033","0.0538","0.1132","0.0672","0.0144","0.0423","0.0298","0.0745","0.0243","0.0780","0.0255","0.4729","0.0000","0.0358","0.0000","0.9641","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTHI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTHF11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-12-20 00:00:00","2025-11-07 00:00:00"
"BTCI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BTAL11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BSLT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"APXM11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"BROF11","0.0000","0.0161","0.0167","0.0000","0.0062","0.0000","0.0000","0.0000","0.0296","0.0207","0.0000","0.0230","0.8874","0.0000","0.5835","0.0000","0.3867","0.0000","2024-05-22 00:00:00","2025-09-28 00:00:00"
"BRIP11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BRIM11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BRCR11","0.0000","0.0000","0.0000","0.0215","0.0000","0.0708","0.1173","0.0312","0.0000","0.0511","0.0397","0.0000","0.6385","0.0295","0.2445","0.0000","0.7341","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"BRCO11","0.0000","0.0000","0.0373","0.1791","0.0000","0.0000","0.0000","0.0305","0.0000","0.0326","0.0000","0.0023","0.7179","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BPML11","0.4344","0.0262","0.0250","0.0205","0.0250","0.0079","0.0171","0.0216","0.0182","0.0273","0.0136","0.0193","0.2166","0.1265","0.1174","0.0011","0.0182","0.0000","2024-05-22 00:00:00","2025-09-28 00:00:00"
"BPFF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BNFS11","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","1.0000","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BMLT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BMLC11","0.2930","0.0000","0.0000","0.0000","0.0000","0.0000","0.0203","0.0000","0.0687","0.1670","0.1650","0.0708","0.2148","0.0000","0.1426","0.0000","0.8573","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"BLUR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BLUE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BLOG11","0","0","0","0","0","0","0.0316","0","0","0","0.0079","0","0.9604","0","0.4781","0","0.5218","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BLMO11","0","0.0748","0","0.0006","0","0","0.0882","0.1656","0","0","0","0","0.6705","0","0.1594","0","0.8405","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"BLMG11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BLCA11","0.0000","0.0000","0.0000","0.0000","0.0000","0.2496","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.7503","0.0000","0.2496","0.0000","0.7503","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"BIPE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BIPD11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BIME11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BICE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BGRB11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.1211","0.0000","0.0000","0.0389","0.0000","0.0000","0.8399","0","0.7646","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"BCRI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BCIA11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BBRC11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BBIG11","0.0219","0.0446","0.0457","0.0289","0.0286","0.0416","0.0422","0.0307","0.0703","0.0351","0.0297","0.0307","0.3776","0.1718","0.4745","0","0.0126","0","2024-05-29 00:00:00","2025-10-05 00:00:00"
"BBFO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"BBFI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"BARI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"AZPL11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"AURB11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.2669","0.2666","0.0000","0.0000","0.0000","0.0000","0.7065","0.0000","0.0000","0.0000","1.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"ATSA11","0.0162","0.0498","0.0182","0.0000","0.0000","0.0063","0.0129","0.0198","0.0018","0.0133","0.0435","0.0075","0.3364","0.4736","0.9395","0.0000","0.0155","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"ASRF11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ARXD11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ARRI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"AROA11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"APXR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"APTO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ANCR11","0.0090","0.0231","0.0322","0.0256","0.0421","0.0438","0.0446","0.0388","0.0686","0.0612","0.0587","0.0397","0.4036","0.1083","0.2522","0.0016","0.0296","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"ALZR11","0.0000","0.0799","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9200","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ALZC11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"ALMI11","0.0303","0.0606","0.0000","0.0000","0.0742","0.0915","0.0650","0.0633","0.0000","0.0000","0.0000","0.0413","0.5734","0.0000","0.3589","0.0000","0.6410","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"AJFI11","0.0042","0.0389","0.0472","0.1765","0.1128","0.1450","0.0185","0.0523","0.0791","0.0315","0.0162","0.1634","0.0012","0.0532","0.4721","0.0474","0.0789","0.4016","2024-05-22 00:00:00","2025-09-21 00:00:00"
