"ticker","revenue_due_0_3m_pct","revenue_due_3_6m_pct","revenue_due_6_9m_pct","revenue_due_9_12m_pct","revenue_due_12_15m_pct","revenue_due_15_18m_pct","revenue_due_18_21m_pct","revenue_due_21_24m_pct","revenue_due_24_27m_pct","revenue_due_27_30m_pct","revenue_due_30_33m_pct","revenue_due_33_36m_pct","revenue_due_over_36m_pct","revenue_due_undetermined_pct","revenue_igpm_pct","revenue_inpc_pct","revenue_ipca_pct","revenue_incc_pct","created_at","updated_at"
"MXRF11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MMVE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MMPD11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"MGHT11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MGCR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MFII11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MCRE11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2025-01-23 00:00:00","2025-11-07 00:00:00"
"MCLO11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0.0000","0.0000","1.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"MCEM11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-29 00:00:00","2025-09-21 00:00:00"
"MCCI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"MAXR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.9619","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-10-19 00:00:00"
"MANA11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"LVBI11","0.0758","0.0000","0.1733","0.1651","0.0000","0.0000","0.0691","0.0462","0.0000","0.1086","0.0088","0.0337","0.3189","0.0000","0.4984","0.0000","0.5015","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"LTMT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"LRDI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"LPLP11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"LLAO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"LKDV11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"LIFE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-06-10 00:00:00","2025-09-21 00:00:00"
"LFTT11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"LASC11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"KORE11","0.0173","0.0707","0.0986","0.0648","0.0321","0.0145","0.0139","0.0173","0.0070","0.0777","0.0942","0.0023","0.4545","0.0344","0.4955","0.0000","0.5044","0.0000","2024-05-22 00:00:00","2025-09-28 00:00:00"
"KNUQ11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNSC11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNRI11","0.0252","0.0181","0.0027","0.0416","0.1237","0.0118","0.0323","0.2066","0.0877","0.0122","0.0491","0.0114","0.3708","0.0063","0.3238","0.0000","0.6761","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNRE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JSCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"KNIP11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNHY11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNHF11","0.0060","0.0044","0.0006","0.0047","0.0056","0.0038","0.0075","0.0010","0.0013","0.0022","0.0037","0.0078","0.9508","0.0000","0.3762","0.0000","0.5040","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KNCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KIVO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KISU11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KFOF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KFEN11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"KEVE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"KCRE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JSRE11","0.0016","0.0217","0.0503","0.0079","0.0562","0.0418","0.0101","0.0750","0.0465","0.1235","0.0853","0.0405","0.4183","0","0.2408","0.0000","0.7489","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JSAF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JPPC11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JPPA11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JFLL11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JCIN11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2025-07-02 00:00:00","2025-11-07 00:00:00"
"JCCJ11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JBFO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"JASC11","0.0140","0.0160","0.0170","0.0120","0.0400","0.0260","0.0030","0.0050","0.0030","0.0490","0.0040","0.0520","0.7600","0.0000","0.6020","0.0000","0.3980","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"ITRI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-29 00:00:00","2025-10-05 00:00:00"
"ITIT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ITIP11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"ISCJ11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"IRIM11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"IRDM11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"INRD11","0.0952","0.0357","0.0476","0.0476","0.1190","0.0714","0.0595","0.1785","0.1904","0.0833","0.0714","0","0","0","0","0","1.0000","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"INLG11","0.0138","0.2132","0.0538","0.0936","0.1741","0.0095","0.0599","0.0653","0.0732","0.0941","0.0307","0.0083","0.1099","0.0000","0.0000","0.0000","1.0000","0.0000","2024-12-02 00:00:00","2025-11-07 00:00:00"
"ICRI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-29 00:00:00","2025-11-07 00:00:00"
"ICNE11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"IBFF11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"IBCR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"IBBP11","0.0656","0","0","0","0","0","0","0","0","0","0.1330","0.0600","0.7410","0","0","0","1.0000","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"HYPI11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"HUSI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HUSC11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HUCG11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0","0","1.0000","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HTMX11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HSRE11","0.0000","0.0000","0.0014","0.0000","0.0000","0.0000","0.0000","0.0000","0.9031","0.0000","0.0000","0.0166","0.0789","0.0000","0.0715","0.0000","0.9271","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HSML11","0.0197","0.0207","0.0290","0.0219","0.0210","0.0491","0.0204","0.0151","0.0284","0.0265","0.0388","0.0489","0.6428","0.0170","0.4296","0.0341","0.3611","0.0089","2024-05-22 00:00:00","2025-10-19 00:00:00"
"HSLG11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HSAF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HRES11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"HREC11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HRDF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HPDP11","0.0350","0.0403","0.0734","0.0246","0.0294","0.0270","0.0736","0.0796","0.0318","0.0146","0.0320","0.0281","0.2958","0.2140","0.0000","0.0118","0.5861","0.0000","2024-05-22 00:00:00","2025-09-28 00:00:00"
"HOSI11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HOMS11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-02 00:00:00","2025-11-07 00:00:00"
"HOFC11","0.0000","0.0000","0.0000","0.0000","0.0607","0.0452","0.0000","0.0000","0.0000","0.0106","0.1056","0.0070","0.7707","0.0000","0.0673","0.0000","0.8719","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"HLOG11","0.0000","0.0000","0.0557","0.0289","0.0000","0.0288","0.0000","0.0000","0.4556","0.0000","0.0000","0.0000","0.4308","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HILG11","0","0","0","0","0","0","0","0","0","0","0","0","1.0000","0","0.7482","0","0.2517","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGRU11","0.0005","0.0000","0.0535","0.0000","0.0000","0.0000","0.0000","0.0000","0.0022","0.0000","0.0020","0.0000","0.9415","0.0000","0.0589","0.0000","0.9410","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGRE11","0.0194","0.0041","0.0246","0.0000","0.0000","0.0216","0.4176","0.0078","0.0373","0.0127","0.0091","0.0061","0.4219","0.0174","0.5291","0.0000","0.4598","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"HGPO11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-09-21 00:00:00"
"HGLG11","0.0848","0.0610","0.0581","0.0212","0.0106","0.0200","0.0354","0.0380","0.0765","0.0141","0.0208","0.0127","0.5462","0.0000","0.1340","0.0000","0.8637","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGIC11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGFF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGCR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HGBS11","0.0314","0.0276","0.0299","0.0190","0.0306","0.0331","0.0346","0.0356","0.0298","0.0651","0.0330","0.0275","0.4689","0.1331","0.3810","0.0001","0.2591","0.0000","2024-05-22 00:00:00","2025-09-21 00:00:00"
"HGBL11","0.2921","0.0805","0","0","0","0","0","0.2566","0","0","0","0","0.3706","0","0","0","1.0000","0","2024-05-29 00:00:00","2025-11-07 00:00:00"
"HFOF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HDOF11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HDEL11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0599","0.0000","0.0000","0.0000","0.9400","0.0000","0.0000","0.0000","1.0000","0.0000","2024-06-10 00:00:00","2025-11-07 00:00:00"
"HCTR11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HCST11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HCRI11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HCHG11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
"HBCR11","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2024-05-22 00:00:00","2025-10-19 00:00:00"
"HABT11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2024-05-22 00:00:00","2025-11-07 00:00:00"
