"ticker","ref_month","dividends_sum","price_ref","dy_monthly"
"ARXD11","2023-12-01","1.00","97.03","0.01030609089972173555"
"ARXD11","2024-01-01","1.00","96.41","0.01037236801161705217"
"ARXD11","2024-02-01","1.00","95.30","0.01049317943336831060"
"ARXD11","2024-03-01","1.00","95.11","0.01051414152034486384"
"ARXD11","2024-04-01","1.00","93.11","0.01073998496402105037"
"ARXD11","2024-05-01","1.00","93.20","0.01072961373390557940"
"ARXD11","2024-06-01","1.05","99.99","0.01050105010501050105"
"ARXD11","2024-07-01","1.10","98.98","0.01111335623358254193"
"ARXD11","2024-08-01","1.10","100.00","0.01100000000000000000"
"ARXD11","2024-09-01","1.05","96.12","0.01092384519350811486"
"ARXD11","2024-10-01","1.00","87.50","0.01142857142857142857"
"ARXD11","2024-11-01","1.00","8.41","0.11890606420927467301"
"ARXD11","2024-12-01","0.10","7.39","0.01353179972936400541"
"ARXD11","2025-01-01","0.10","7.02","0.01424501424501424501"
"ARXD11","2025-02-01","0.10","7.39","0.01353179972936400541"
"ARXD11","2025-03-01","0.10","7.50","0.01333333333333333333"
"ARXD11","2025-04-01","0.10","7.26","0.01377410468319559229"
"ARXD11","2025-05-01","0.10","7.72","0.01295336787564766839"
"ARXD11","2025-06-01","0.10","7.76","0.01288659793814432990"
"ARXD11","2025-07-01","0.10","7.63","0.01310615989515072084"
"ARXD11","2025-08-01","0.10","7.43","0.01345895020188425303"
"ARXD11","2025-09-01","0.10","7.49","0.01335113484646194927"
"ARXD11","2025-10-01","0.09","7.49","0.01201602136181575434"
"ARXD11","2025-11-01","0.09","7.50","0.01200000000000000000"
"ATSA11","2022-09-01","0.05","80.03","0.00062476571285767837"
"ATSA11","2022-10-01","0.05","76.00","0.00065789473684210526"
"ATSA11","2022-11-01","0.05","77.99","0.00064110783433773561"
"ATSA11","2022-12-01","0.05","78.87","0.00063395460885000634"
"ATSA11","2023-01-01","0.05","75.01","0.00066657778962804959"
"ATSA11","2023-02-01","0.05","75.01","0.00066657778962804959"
"ATSA11","2023-03-01","0.05","73.00","0.00068493150684931507"
"ATSA11","2024-07-01","0.72","55.94","0.01287093314265284233"
"ATSA11","2024-10-01","0.50","52.97","0.00943930526713233906"
"ATSA11","2025-01-01","1.03","52.20","0.01973180076628352490"
"ATSA11","2025-04-01","0.12","49.99","0.00240048009601920384"
"ATSA11","2025-05-01","0.12","49.99","0.00240048009601920384"
"ATSA11","2025-06-01","0.12","50.00","0.00240000000000000000"
"ATSA11","2025-07-01","0.53","49.99","0.01060212042408481696"
"ATSA11","2025-08-01","0.15","49.00","0.00306122448979591837"
"ATSA11","2025-09-01","0.15","50.99","0.00294175328495783487"
"ATSA11","2025-10-01","0.15","51.00","0.00294117647058823529"
"ATSA11","2025-11-01","0.15","50.61","0.00296384113811499704"
"AURB11","2025-08-01","0.41","72.80","0.00563186813186813187"
"AURB11","2025-09-01","0.44","76.21","0.00577352053536281328"
"AURB11","2025-10-01","0.31","81.00","0.00382716049382716049"
"AURB11","2025-11-01","0.40",NULL,NULL
"AZPL11","2024-08-01","0.06",NULL,NULL
"AZPL11","2024-09-01","0.07",NULL,NULL
"AZPL11","2024-10-01","0.08",NULL,NULL
"AZPL11","2024-11-01","0.08",NULL,NULL
"AZPL11","2024-12-01","0.08",NULL,NULL
"AZPL11","2025-01-01","0.09",NULL,NULL
"AZPL11","2025-02-01","0.09",NULL,NULL
"AZPL11","2025-03-01","0.09",NULL,NULL
"AZPL11","2025-04-01","0.09",NULL,NULL
"AZPL11","2025-05-01","0.09",NULL,NULL
"AZPL11","2025-06-01","0.09",NULL,NULL
"AZPL11","2025-07-01","0.09","7.55","0.01192052980132450331"
"AZPL11","2025-08-01","0.08","7.65","0.01045751633986928105"
"AZPL11","2025-09-01","0.07","7.67","0.00912646675358539765"
"AZPL11","2025-10-01","0.08","7.76","0.01030927835051546392"
"AZPL11","2025-11-01","0.08","7.69","0.01040312093628088427"
"BARI11","2021-10-01","1.15","103.40","0.01112185686653771760"
"BARI11","2021-11-01","1.15","101.70","0.01130776794493608653"
"BARI11","2021-12-01","1.20","103.85","0.01155512758786711603"
"BARI11","2022-01-01","1.35","105.15","0.01283880171184022825"
"BARI11","2022-02-01","1.10","103.16","0.01066304769290422644"
"BARI11","2022-03-01","1.10","102.70","0.01071080817916260954"
"BARI11","2022-04-01","1.10","102.45","0.01073694485114690093"
"BARI11","2022-05-01","1.30","100.60","0.01292246520874751491"
"BARI11","2022-06-01","1.45","101.00","0.01435643564356435644"
"BARI11","2022-07-01","1.50","100.12","0.01498202157411106672"
"BARI11","2022-08-01","1.40","99.08","0.01412999596285829633"
"BARI11","2022-09-01","1.05","95.80","0.01096033402922755741"
"BARI11","2022-10-01","1.00","96.19","0.01039609106975777108"
"BARI11","2022-11-01","1.00","94.23","0.01061233152923697336"
"BARI11","2022-12-01","0.90","87.60","0.01027397260273972603"
"BARI11","2023-01-01","0.90","91.19","0.00986950323500383814"
"BARI11","2023-02-01","0.90","83.84","0.01073473282442748092"
"BARI11","2023-03-01","0.90","79.51","0.01131933090177336184"
"BARI11","2023-04-01","0.90","77.85","0.01156069364161849711"
"BARI11","2023-05-01","0.90","84.87","0.01060445387062566278"
"BARI11","2023-06-01","0.94","85.20","0.01103286384976525822"
"BARI11","2023-07-01","0.94","89.20","0.01053811659192825112"
"BARI11","2023-08-01","0.90","87.63","0.01027045532351934269"
"BARI11","2023-09-01","0.60","84.02","0.00714115686741252083"
"BARI11","2023-10-01","0.45","82.40","0.00546116504854368932"
"BARI11","2023-11-01","0.58","79.90","0.00725907384230287860"
"BARI11","2023-12-01","0.67","83.50","0.00802395209580838323"
"BARI11","2024-01-01","0.69","85.33","0.00808625336927223720"
"BARI11","2024-02-01","0.96","85.50","0.01122807017543859649"
"BARI11","2024-03-01","0.90","86.20","0.01044083526682134571"
"BARI11","2024-04-01","0.76","80.80","0.00940594059405940594"
"BARI11","2024-05-01","0.89","81.11","0.01097275305141166317"
"BARI11","2024-06-01","0.65","84.95","0.00765155974102413184"
"BARI11","2024-07-01","0.75","81.21","0.00923531584780199483"
"BARI11","2024-08-01","0.88","80.01","0.01099862517185351831"
"BARI11","2024-09-01","0.80","77.79","0.01028409821313793547"
"BARI11","2024-10-01","0.76","75.29","0.01009430203214238279"
"BARI11","2024-11-01","0.71","71.53","0.00992590521459527471"
"BARI11","2024-12-01","0.79","69.50","0.01136690647482014388"
"BARI11","2025-01-01","0.95","63.48","0.01496534341524889729"
"BARI11","2025-02-01","0.95","66.95","0.01418969380134428678"
"BARI11","2025-03-01","0.88","73.75","0.01193220338983050847"
"BARI11","2025-04-01","0.95","74.99","0.01266835578077076944"
"BARI11","2025-05-01","1.00","77.43","0.01291489086917215550"
"BARI11","2025-06-01","0.97","79.00","0.01227848101265822785"
"BARI11","2025-07-01","1.05","79.20","0.01325757575757575758"
"BARI11","2025-08-01","0.95",NULL,NULL
"BARI11","2025-09-01","0.76",NULL,NULL
"BBFI11","2023-07-01","7.19",NULL,NULL
"BBFI11","2023-08-01","6.21",NULL,NULL
"BBFI11","2023-09-01","7.43",NULL,NULL
"BBFI11","2023-10-01","7.59",NULL,NULL
"BBFI11","2023-11-01","7.39",NULL,NULL
"BBFI11","2023-12-01","7.21",NULL,NULL
"BBFI11","2024-01-01","7.43",NULL,NULL
"BBFI11","2024-02-01","8.10",NULL,NULL
"BBFI11","2024-03-01","0.14",NULL,NULL
"BBFI11","2024-04-01","84.19",NULL,NULL
"BBFI11","2024-05-01","87.57","1280.99","0.06836118939257917704"
"BBFI11","2024-06-01","100.41","1335.00","0.07521348314606741573"
"BBFI11","2024-08-01","634.23","630.00","1.0067142857142857"
"BBFO11","2021-10-01","0.60","71.88","0.00834724540901502504"
"BBFO11","2021-11-01","0.62","70.90","0.00874471086036671368"
"BBFO11","2021-12-01","0.67","78.30","0.00855683269476372925"
"BBFO11","2022-01-01","0.68","74.12","0.00917431192660550459"
"BBFO11","2022-02-01","0.81","75.00","0.01080000000000000000"
"BBFO11","2022-03-01","0.74","72.53","0.01020267475527367986"
"BBFO11","2022-04-01","0.72","73.60","0.00978260869565217391"
"BBFO11","2022-05-01","0.77","74.00","0.01040540540540540541"
"BBFO11","2022-06-01","0.83","70.40","0.01178977272727272727"
"BBFO11","2022-07-01","0.88","71.55","0.01229909154437456324"
"BBFO11","2022-08-01","0.89","77.96","0.01141611082606464854"
"BBFO11","2022-09-01","0.76","77.11","0.00985604979898845805"
"BBFO11","2022-10-01","0.70","73.60","0.00951086956521739130"
"BBFO11","2022-11-01","0.62","69.50","0.00892086330935251799"
"BBFO11","2022-12-01","0.60","66.83","0.00897800389046835254"
"BBFO11","2023-01-01","0.64","66.58","0.00961249624511865425"
"BBFO11","2023-02-01","0.77","66.00","0.01166666666666666667"
"BBFO11","2023-03-01","0.73","64.00","0.01140625000000000000"
"BBFO11","2023-04-01","0.69","64.50","0.01069767441860465116"
"BBFO11","2023-05-01","0.70","68.70","0.01018922852983988355"
"BBFO11","2023-06-01","0.69","73.00","0.00945205479452054795"
"BBFO11","2023-07-01","0.69","75.80","0.00910290237467018470"
"BBFO11","2023-08-01","0.70","74.90","0.00934579439252336449"
"BBFO11","2023-09-01","0.62","74.40","0.00833333333333333333"
"BBFO11","2023-10-01","0.61","72.11","0.00845929829427263902"
"BBFO11","2023-11-01","0.62","70.99","0.00873362445414847162"
"BBFO11","2023-12-01","0.64","72.91","0.00877794541215196818"
"BBFO11","2024-01-01","0.64","75.00","0.00853333333333333333"
"BBFO11","2024-02-01","0.68","75.57","0.00899827974063781924"
"BBFO11","2024-03-01","0.64","75.45","0.00848243870112657389"
"BBFO11","2024-04-01","0.65","73.50","0.00884353741496598639"
"BBFO11","2024-05-01","0.66","74.37","0.00887454618797902380"
"BBFO11","2024-06-01","0.67","71.36","0.00938901345291479821"
"BBFO11","2024-07-01","0.64","72.50","0.00882758620689655172"
"BBFO11","2024-08-01","0.67","72.50","0.00924137931034482759"
"BBFO11","2024-09-01","0.65","71.37","0.00910746812386156648"
"BBFO11","2024-10-01","0.63","66.38","0.00949081048508586924"
"BBFO11","2024-11-01","0.62","63.06","0.00983190612115445607"
"BBFO11","2024-12-01","0.62","60.00","0.01033333333333333333"
"BBFO11","2025-01-01","0.65","56.55","0.01149425287356321839"
"BBFO11","2025-02-01","0.72","60.50","0.01190082644628099174"
"BBFO11","2025-03-01","0.67","61.89","0.01082565842624010341"
"BBFO11","2025-04-01","0.69","64.43","0.01070929691137668788"
"BBFO11","2025-05-01","0.72","63.98","0.01125351672397624258"
"BBFO11","2025-06-01","0.75","63.98","0.01172241325414191935"
"BBFO11","2025-07-01","0.78","63.00","0.01238095238095238095"
"BBFO11","2025-08-01","0.76","63.02","0.01205966359885750555"
"BBFO11","2025-09-01","0.73","63.15","0.01155977830562153603"
"BBFO11","2025-10-01","0.73","62.50","0.01168000000000000000"
"BBFO11","2025-11-01","0.70","62.62","0.01117853720855956563"
"BBIG11","2024-06-01","0.08","9.31","0.00859291084854994629"
"BBIG11","2024-07-01","0.08","9.32","0.00858369098712446352"
"BBIG11","2024-08-01","0.08","9.41","0.00850159404888416578"
"BBIG11","2024-09-01","0.08","9.39","0.00851970181043663472"
"BBIG11","2024-10-01","0.08","9.19","0.00870511425462459195"
"BBIG11","2024-11-01","0.09","7.12","0.01264044943820224719"
"BBIG11","2024-12-01","0.09","8.35","0.01077844311377245509"
"BBIG11","2025-01-01","0.10","6.90","0.01449275362318840580"
"BBIG11","2025-02-01","0.09","6.77","0.01329394387001477105"
"BBIG11","2025-03-01","0.08","7.02","0.01139601139601139601"
"BBIG11","2025-04-01","0.08","7.11","0.01125175808720112518"
"BBIG11","2025-05-01","0.08","7.40","0.01081081081081081081"
"BBIG11","2025-06-01","0.08","7.39","0.01082543978349120433"
"BBIG11","2025-07-01","0.08","7.02","0.01139601139601139601"
"BBIG11","2025-08-01","0.08","6.98","0.01146131805157593123"
"BBIG11","2025-09-01","0.08","7.07","0.01131541725601131542"
"BBIG11","2025-10-01","0.08","6.99","0.01144492131616595136"
"BBIG11","2025-11-01","0.08","6.94","0.01152737752161383285"
"BBRC11","2021-10-01","0.85","102.57","0.00828702349614897143"
"BBRC11","2021-11-01","0.92","89.76","0.01024955436720142602"
"BBRC11","2021-12-01","0.92","109.79","0.00837963384643410147"
"BBRC11","2022-01-01","0.92","99.52","0.00924437299035369775"
"BBRC11","2022-02-01","0.90","96.86","0.00929176130497625439"
"BBRC11","2022-03-01","0.92","99.75","0.00922305764411027569"
"BBRC11","2022-04-01","0.94","99.10","0.00948536831483350151"
"BBRC11","2022-05-01","0.94","98.15","0.00957717778909831890"
"BBRC11","2022-06-01","0.97","100.30","0.00967098703888334995"
"BBRC11","2022-07-01","1.01","98.97","0.01020511266040214206"
"BBRC11","2022-08-01","0.99","105.00","0.00942857142857142857"
"BBRC11","2022-09-01","0.99","102.11","0.00969542650083243561"
"BBRC11","2022-10-01","0.99","100.45","0.00985564957690393230"
"BBRC11","2022-11-01","0.99","98.10","0.01009174311926605505"
"BBRC11","2022-12-01","0.99","99.99","0.00990099009900990099"
"BBRC11","2023-01-01","0.99","95.51","0.01036540676368966600"
"BBRC11","2023-02-01","0.99","94.70","0.01045406546990496304"
"BBRC11","2023-03-01","0.99","94.20","0.01050955414012738854"
"BBRC11","2023-04-01","0.99","94.27","0.01050175029171528588"
"BBRC11","2023-05-01","1.07","101.00","0.01059405940594059406"
"BBRC11","2023-06-01","1.07","104.98","0.01019241760335301962"
"BBRC11","2023-07-01","1.07","109.89","0.00973700973700973701"
"BBRC11","2023-08-01","1.13","117.99","0.00957708280362742605"
"BBRC11","2023-09-01","1.13","115.90","0.00974978429680759275"
"BBRC11","2023-10-01","1.13","114.50","0.00986899563318777293"
"BBRC11","2023-11-01","1.13","114.91","0.00983378296057784353"
"BBRC11","2023-12-01","1.13","116.60","0.00969125214408233276"
"BBRC11","2024-01-01","1.13",NULL,NULL
"BBRC11","2024-02-01","1.10","115.00","0.00956521739130434783"
"BBRC11","2024-03-01","1.10","114.41","0.00961454418320076916"
"BBRC11","2024-04-01","1.10","111.80","0.00983899821109123435"
"BBRC11","2024-05-01","1.10","107.01","0.01027941313895897580"
"BBRC11","2024-06-01","1.10","109.29","0.01006496477262329582"
"BBRC11","2024-07-01","1.15","114.50","0.01004366812227074236"
"BBRC11","2024-08-01","1.11","115.80","0.00958549222797927461"
"BBRC11","2024-09-01","1.11","115.20","0.00963541666666666667"
"BBRC11","2024-10-01","1.11","110.50","0.01004524886877828054"
"BBRC11","2024-11-01","1.11","109.18","0.01016669719728888075"
"BBRC11","2024-12-01","1.08","100.95","0.01069836552748885587"
"BBRC11","2025-01-01","1.06","94.87","0.01117318435754189944"
"BBRC11","2025-02-01","1.08","96.38","0.01120564432454866155"
"BBRC11","2025-03-01","1.08","104.74","0.01031124689707848005"
"BBRC11","2025-04-01","1.08","105.16","0.01027006466337010270"
"BBRC11","2025-05-01","1.08","102.41","0.01054584513231129772"
"BBRC11","2025-06-01","1.00","100.13","0.00998701687805852392"
"BBRC11","2025-07-01","1.00","98.00","0.01020408163265306122"
"BBRC11","2025-08-01","1.05","99.55","0.01054746358613761929"
"BBRC11","2025-09-01","1.05","100.20","0.01047904191616766467"
"BBRC11","2025-10-01","1.05","98.00","0.01071428571428571429"
"BBRC11","2025-11-01","1.05","96.70","0.01085832471561530507"
"BCIA11","2021-10-01","0.64","82.84","0.00772573635924674070"
"BCIA11","2021-11-01","0.64","80.20","0.00798004987531172070"
"BCIA11","2021-12-01","0.64","85.97","0.00744445736884959870"
"BCIA11","2022-01-01","0.64","86.99","0.00735716749051615128"
"BCIA11","2022-02-01","0.64","84.25","0.00759643916913946588"
"BCIA11","2022-03-01","0.68","82.06","0.00828661954667316598"
"BCIA11","2022-04-01","0.68","85.25","0.00797653958944281525"
"BCIA11","2022-05-01","0.71","84.00","0.00845238095238095238"
"BCIA11","2022-06-01","0.74","82.92","0.00892426435118186204"
"BCIA11","2022-07-01","0.74","83.31","0.00888248709638698836"
"BCIA11","2022-08-01","0.74","91.38","0.00809805209017290436"
"BCIA11","2022-09-01","0.74","93.82","0.00788744404178213601"
"BCIA11","2022-10-01","0.76","92.55","0.00821177741761210157"
"BCIA11","2022-11-01","0.76","85.90","0.00884749708963911525"
"BCIA11","2022-12-01","0.76","84.99","0.00894222849747029062"
"BCIA11","2023-01-01","0.76","83.50","0.00910179640718562874"
"BCIA11","2023-02-01","0.76","82.00","0.00926829268292682927"
"BCIA11","2023-03-01","0.78","80.65","0.00967141971481711097"
"BCIA11","2023-04-01","0.78","85.09","0.00916676460218592079"
"BCIA11","2023-05-01","0.78","89.17","0.00874733654816642369"
"BCIA11","2023-06-01","0.80","98.41","0.00812925515699624022"
"BCIA11","2023-07-01","0.80","106.00","0.00754716981132075472"
"BCIA11","2023-08-01","0.82","103.50","0.00792270531400966184"
"BCIA11","2023-09-01","0.83","103.38","0.00802863223060553299"
"BCIA11","2023-10-01","0.85","100.12","0.00848981222532960447"
"BCIA11","2023-11-01","0.85","99.96","0.00850340136054421769"
"BCIA11","2023-12-01","0.85","103.96","0.00817622162370142362"
"BCIA11","2024-01-01","0.85","109.32","0.00777533845590925723"
"BCIA11","2024-02-01","0.85","108.45","0.00783771323190410327"
"BCIA11","2024-03-01","0.87","106.20","0.00819209039548022599"
"BCIA11","2024-04-01","0.87","103.00","0.00844660194174757282"
"BCIA11","2024-05-01","0.87","106.35","0.00818053596614950635"
"BCIA11","2024-06-01","0.87","102.60","0.00847953216374269006"
"BCIA11","2024-07-01","0.87","103.33","0.00841962643956256653"
"BCIA11","2024-08-01","0.87","103.03","0.00844414248277200815"
"BCIA11","2024-09-01","0.87","94.31","0.00922489661753790690"
"BCIA11","2024-10-01","0.87","90.68","0.00959417732686369652"
"BCIA11","2024-11-01","0.84","84.26","0.00996914312841205792"
"BCIA11","2024-12-01","0.84","86.96","0.00965961361545538178"
"BCIA11","2025-01-01","0.95","79.00","0.01202531645569620253"
"BCIA11","2025-02-01","0.84","83.60","0.01004784688995215311"
"BCIA11","2025-03-01","0.84","82.94","0.01012780323125150711"
"BCIA11","2025-04-01","0.84","88.21","0.00952272984922344405"
"BCIA11","2025-05-01","0.84","86.10","0.00975609756097560976"
"BCIA11","2025-06-01","0.84","86.79","0.00967853439336329070"
"BCIA11","2025-07-01","0.84","85.00","0.00988235294117647059"
"BCIA11","2025-08-01","0.84","84.36","0.00995732574679943101"
"BCIA11","2025-09-01","0.84","85.54","0.00981996726677577741"
"BCIA11","2025-10-01","0.84","84.35","0.00995850622406639004"
"BCIA11","2025-11-01","0.86","85.14","0.01010101010101010101"
"BCRI11","2021-10-01","1.11","107.87","0.01029016408640029665"
"BCRI11","2021-11-01","1.13","104.06","0.01085911973861233904"
"BCRI11","2021-12-01","1.15","108.10","0.01063829787234042553"
"BCRI11","2022-01-01","1.35","110.81","0.01218301597328760942"
"BCRI11","2022-02-01","1.25","110.80","0.01128158844765342960"
"BCRI11","2022-03-01","1.20","110.66","0.01084402674859931321"
"BCRI11","2022-04-01","1.35","110.30","0.01223934723481414325"
"BCRI11","2022-05-01","1.30","109.00","0.01192660550458715596"
"BCRI11","2022-06-01","1.45","109.63","0.01322630666788287877"
"BCRI11","2022-07-01","1.47","107.88","0.01362625139043381535"
"BCRI11","2022-08-01","1.35","104.98","0.01285959230329586588"
"BCRI11","2022-09-01","1.29","104.30","0.01236816874400767018"
"BCRI11","2022-10-01","1.10","103.03","0.01067650198971173445"
"BCRI11","2022-11-01","1.00","97.98","0.01020616452337211676"
"BCRI11","2022-12-01","1.00","95.31","0.01049207848074703599"
"BCRI11","2023-01-01","1.04","99.25","0.01047858942065491184"
"BCRI11","2023-02-01","1.00","94.79","0.01054963603755670429"
"BCRI11","2023-03-01","0.80","77.14","0.01037075447238786622"
"BCRI11","2023-04-01","0.86","68.41","0.01257126151147493057"
"BCRI11","2023-05-01","0.70","80.00","0.00875000000000000000"
"BCRI11","2023-06-01","0.80","79.78","0.01002757583354224116"
"BCRI11","2023-07-01","0.73","76.31","0.00956624295636220679"
"BCRI11","2023-08-01","0.69","70.90","0.00973201692524682652"
"BCRI11","2023-09-01","0.80","70.87","0.01128827430506561309"
"BCRI11","2023-10-01","0.70","68.87","0.01016407724698707710"
"BCRI11","2023-11-01","0.75","69.50","0.01079136690647482014"
"BCRI11","2023-12-01","0.75","74.67","0.01004419445560466051"
"BCRI11","2024-01-01","0.78",NULL,NULL
"BCRI11","2024-02-01","0.79","75.15","0.01051230871590153027"
"BCRI11","2024-03-01","0.72","74.55","0.00965794768611670020"
"BCRI11","2024-04-01","0.72","69.95","0.01029306647605432452"
"BCRI11","2024-05-01","0.80","69.39","0.01152903876639285200"
"BCRI11","2024-06-01","0.76","67.19","0.01131120702485488912"
"BCRI11","2024-07-01","0.75","66.93","0.01120573733751680861"
"BCRI11","2024-08-01","0.81","70.30","0.01152204836415362731"
"BCRI11","2024-09-01","0.81","67.10","0.01207153502235469449"
"BCRI11","2024-10-01","0.76","64.74","0.01173926475131294408"
"BCRI11","2024-11-01","0.84","62.81","0.01337366661359656106"
"BCRI11","2024-12-01","0.75","59.53","0.01259868973626742819"
"BCRI11","2025-01-01","0.78","59.89","0.01302387710803139088"
"BCRI11","2025-02-01","0.84","62.49","0.01344215074411905905"
"BCRI11","2025-03-01","0.77","68.29","0.01127544296383072192"
"BCRI11","2025-04-01","0.76","68.69","0.01106420148493230456"
"BCRI11","2025-05-01","0.81","68.88","0.01175958188153310105"
"BCRI11","2025-06-01","0.88","66.34","0.01326499849261380766"
"BCRI11","2025-07-01","0.85","65.04","0.01306888068880688807"
"BCRI11","2025-08-01","0.91","65.15","0.01396776669224865695"
"BCRI11","2025-09-01","0.83","63.82","0.01300532748354747728"
"BCRI11","2025-10-01","0.88","64.00","0.01375000000000000000"
"BCRI11","2025-11-01","0.92","63.89","0.01439974956957270308"
"BGRB11","2025-01-01","0.53",NULL,NULL
"BGRB11","2025-02-01","0.35",NULL,NULL
"BGRB11","2025-03-01","0.35",NULL,NULL
"BGRB11","2025-04-01","0.35",NULL,NULL
"BGRB11","2025-05-01","0.35",NULL,NULL
"BGRB11","2025-06-01","1.00",NULL,NULL
"BGRB11","2025-07-01","1.30","100.01","0.01299870012998700130"
"BGRB11","2025-08-01","0.30","105.00","0.00285714285714285714"
"BGRB11","2025-09-01","0.30","110.00","0.00272727272727272727"
"BGRB11","2025-10-01","0.15","113.97","0.00131613582521716241"
"BGRB11","2025-11-01","0.15",NULL,NULL
"BICE11","2021-12-01","67.59","1150.00","0.05877391304347826087"
"BICE11","2022-01-01","1.80","1000.00","0.00180000000000000000"
"BICE11","2022-02-01","5.40",NULL,NULL
"BICE11","2022-09-01","16.00","950.00","0.01684210526315789474"
"BICE11","2022-11-01","16.94","950.00","0.01783157894736842105"
"BICE11","2022-12-01","16.00","950.00","0.01684210526315789474"
"BICE11","2023-01-01","12.00","986.00","0.01217038539553752535"
"BICE11","2023-02-01","18.40","975.00","0.01887179487179487179"
"BICE11","2023-03-01","12.63","999.00","0.01264264264264264264"
"BICE11","2023-04-01","10.00",NULL,NULL
"BICE11","2023-05-01","10.00",NULL,NULL
"BICE11","2023-06-01","10.00",NULL,NULL
"BICE11","2023-07-01","10.00","1000.00","0.01000000000000000000"
"BICE11","2023-08-01","7.79","992.21","0.00785116054061136251"
"BICE11","2023-09-01","7.88","990.00","0.00795959595959595960"
"BICE11","2023-10-01","7.96","1000.00","0.00796000000000000000"
"BICE11","2023-11-01","6.40","992.00","0.00645161290322580645"
"BICE11","2023-12-01","6.27","980.00","0.00639795918367346939"
"BICE11","2024-01-01","6.64","900.01","0.00737769580337996244"
"BICE11","2024-02-01","16.04",NULL,NULL
"BICE11","2024-03-01","5.99","980.00","0.00611224489795918367"
"BICE11","2024-04-01","7.40","980.00","0.00755102040816326531"
"BICE11","2024-05-01","7.40","949.00","0.00779768177028451001"
"BICE11","2024-06-01","7.87","980.00","0.00803061224489795918"
"BICE11","2024-07-01","7.56","950.00","0.00795789473684210526"
"BICE11","2024-08-01","8.97","930.00","0.00964516129032258065"
"BICE11","2024-09-01","4.75","980.00","0.00484693877551020408"
"BICE11","2024-10-01","4.52","980.00","0.00461224489795918367"
"BICE11","2024-11-01","4.93","1000.00","0.00493000000000000000"
"BICE11","2024-12-01","9.71","980.00","0.00990816326530612245"
"BICE11","2025-01-01","8.90","900.00","0.00988888888888888889"
"BICE11","2025-02-01","6.48","899.95","0.00720040002222345686"
"BICE11","2025-03-01","6.55","899.00","0.00728587319243604004"
"BICE11","2025-04-01","3.57","895.43","0.00398691131635080352"
"BICE11","2025-05-01","3.57","900.00","0.00396666666666666667"
"BICE11","2025-06-01","3.57","900.00","0.00396666666666666667"
"BICE11","2025-07-01","3.57","899.00","0.00397107897664071190"
"BICE11","2025-08-01","4.66","900.00","0.00517777777777777778"
"BICE11","2025-09-01","1.00","895.00","0.00111731843575418994"
"BICE11","2025-10-01","6.75","888.25","0.00759921193357725865"
"BICE11","2025-11-01","5.50",NULL,NULL
"BIME11","2021-12-01","0.02","9.69","0.00206398348813209494"
"BIME11","2022-01-01","0.10","9.50","0.01052631578947368421"
"BIME11","2022-02-01","0.10","9.42","0.01061571125265392781"
"BIME11","2022-03-01","0.11","9.27","0.01186623516720604099"
"BIME11","2022-04-01","0.12","9.50","0.01263157894736842105"
"BIME11","2022-05-01","0.14","9.46","0.01479915433403805497"
"BIME11","2022-06-01","0.15","9.43","0.01590668080593849417"
"BIME11","2022-07-01","0.16","9.38","0.01705756929637526652"
"BIME11","2022-08-01","0.16","9.35","0.01711229946524064171"
"BIME11","2022-09-01","0.13","9.22","0.01409978308026030369"
"BIME11","2022-10-01","0.08","9.09","0.00880088008800880088"
"BIME11","2022-11-01","0.04","8.00","0.00500000000000000000"
"BIME11","2022-12-01","0.06","7.50","0.00800000000000000000"
"BIME11","2023-01-01","0.07","7.75","0.00903225806451612903"
"BIME11","2023-02-01","0.08","7.53","0.01062416998671978752"
"BIME11","2023-03-01","0.08","6.71","0.01192250372578241431"
"BIME11","2023-04-01","0.09","6.90","0.01304347826086956522"
"BIME11","2023-05-01","0.09","7.25","0.01241379310344827586"
"BIME11","2023-06-01","0.09","7.56","0.01190476190476190476"
"BIME11","2023-07-01","0.08","7.71","0.01037613488975356680"
"BIME11","2023-08-01","0.08","7.34","0.01089918256130790191"
"BIME11","2023-09-01","0.08","7.37","0.01085481682496607870"
"BIME11","2023-10-01","0.08","7.30","0.01095890410958904110"
"BIME11","2023-11-01","0.08","7.32","0.01092896174863387978"
"BIME11","2023-12-01","0.08","7.31","0.01094391244870041040"
"BIME11","2024-01-01","0.08","7.41","0.01079622132253711201"
"BIME11","2024-02-01","0.08","7.34","0.01089918256130790191"
"BIME11","2024-03-01","0.08","7.30","0.01095890410958904110"
"BIME11","2024-04-01","0.08","7.30","0.01095890410958904110"
"BIME11","2024-05-01","0.08","7.29","0.01097393689986282579"
"BIME11","2024-06-01","0.08","7.24","0.01104972375690607735"
"BIME11","2024-07-01","0.08","7.24","0.01104972375690607735"
"BIME11","2024-08-01","0.09","7.30","0.01232876712328767123"
"BIME11","2024-09-01","0.09","7.35","0.01224489795918367347"
"BIME11","2024-10-01","0.09","7.24","0.01243093922651933702"
"BIME11","2024-11-01","0.09","7.19","0.01251738525730180807"
"BIME11","2024-12-01","0.09","6.73","0.01337295690936106984"
"BIME11","2025-01-01","0.09","6.69","0.01345291479820627803"
"BIME11","2025-02-01","0.09","6.90","0.01304347826086956522"
"BIME11","2025-03-01","0.09","6.80","0.01323529411764705882"
"BIME11","2025-04-01","0.09","7.03","0.01280227596017069701"
"BIME11","2025-05-01","0.09","7.12","0.01264044943820224719"
