"ticker","display_name","sector","sub_sector","classification","management_type","target_market","traded_until_date","payment_date","dividend_amt","ref_month","month_dividends_amt","month_price_ref","dy_monthly","dy_12m_pct","dy_current_monthly_pct","dividends_12m_amt","last_dividend_amt","last_payment_date"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-07-31 00:00:00","2023-08-07 00:00:00","0.50","2023-08-01","0.50","71.22","0.00702049985959000281","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-06-30 00:00:00","2023-07-07 00:00:00","0.50","2023-07-01","0.50","71.90","0.00695410292072322670","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-05-31 00:00:00","2023-06-07 00:00:00","0.50","2023-06-01","0.50","71.56","0.00698714365567356065","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-04-28 00:00:00","2023-05-08 00:00:00","0.50","2023-05-01","0.50","69.60","0.00718390804597701149","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-03-31 00:00:00","2023-04-10 00:00:00","0.50","2023-04-01","0.50","68.36","0.00731421884142773552","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-02-28 00:00:00","2023-03-07 00:00:00","0.50","2023-03-01","0.50","64.70","0.00772797527047913447","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2023-01-31 00:00:00","2023-02-07 00:00:00","0.50","2023-02-01","0.50","64.57","0.00774353414898559703","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-11-30 00:00:00","2022-12-07 00:00:00","0.60","2022-12-01","0.60","71.17","0.00843051847688632851","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-10-31 00:00:00","2022-11-08 00:00:00","0.55","2022-11-01","0.55","74.00","0.00743243243243243243","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-09-30 00:00:00","2022-10-07 00:00:00","0.52","2022-10-01","0.52","75.24","0.00691121743753322701","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-08-31 00:00:00","2022-09-08 00:00:00","0.55","2022-09-01","0.55","73.61","0.00747181089525879636","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-07-29 00:00:00","2022-08-05 00:00:00","0.53","2022-08-01","0.53",NULL,NULL,"9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-06-30 00:00:00","2022-07-07 00:00:00","0.54","2022-07-01","0.54",NULL,NULL,"9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-05-31 00:00:00","2022-06-07 00:00:00","0.59","2022-06-01","0.59",NULL,NULL,"9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-04-29 00:00:00","2022-05-06 00:00:00","0.65","2022-05-01","0.65",NULL,NULL,"9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-03-31 00:00:00","2022-04-07 00:00:00","0.50","2022-04-01","0.50","73.57","0.00679624847084409406","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-02-25 00:00:00","2022-03-08 00:00:00","0.45","2022-03-01","0.45","72.90","0.00617283950617283951","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2022-01-31 00:00:00","2022-02-07 00:00:00","0.77","2022-02-01","0.77","77.04","0.00999480789200415369","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2021-12-30 00:00:00","2022-01-10 00:00:00","0.58","2022-01-01","0.58","74.30","0.00780619111709286676","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2021-11-30 00:00:00","2021-12-08 00:00:00","0.56","2021-12-01","0.56","69.99","0.00800114302043149021","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2021-10-29 00:00:00","2021-11-09 00:00:00","0.46","2021-11-01","0.46","61.34","0.00749918487120965112","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
"ABCP11","Fundo Investimento Imobiliario Grand Plaza Shopping","Shoppings","Shoppings","Tijolo","Definida","Investidores Em Geral","2021-09-30 00:00:00","2021-10-08 00:00:00","0.42","2021-10-01","0.42","66.99","0.00626959247648902821","9.87","0.87","7.40","0.65","2025-11-07 00:00:00"
